19000552,27,SUITE_NO
19000552,/,0
19000552,34,HOUSE_NO
19000552,st,STREET_NAME
19000552,stephens,STREET_NAME
19000552,green,STREET_NAME
19000553,31,SUITE_NO
19000553,/,0
19000553,33,HOUSE_NO
19000553,rue,STREET_NAME
19000553,du,STREET_NAME
19000553,dr,STREET_NAME
19000554,188,SUITE_NO
19000554,/,0
19000554,192,HOUSE_NO
19000554,grange,STREET_NAME
19000554,road,STREET_NAME
19000555,6,SUITE_NO
19000555,/,0
19000555,10,HOUSE_NO
19000555,great,STREET_NAME
19000555,portland,STREET_NAME
19000555,street,STREET_NAME
19000556,95,SUITE_NO
19000556,/,0
19000556,96,HOUSE_NO
19000556,wandsworth,STREET_NAME
19000556,bridge,STREET_NAME
19000556,road,STREET_NAME
19000557,12,SUITE_NO
19000557,/,0
19000557,14,HOUSE_NO
19000557,via,STREET_NAME
19000557,mazzini,STREET_NAME
19000558,66,SUITE_NO
19000558,/,0
19000558,3,HOUSE_NO
19000558,adjacent,STREET_NAME
19000558,to,STREET_NAME
19000558,lrde,STREET_NAME
19000558,post,STREET_NAME
19000559,7,SUITE_NO
19000559,/,0
19000559,c,HOUSE_NO
19000559,via,STREET_NAME
19000559,regina,STREET_NAME
19000559,pacis,STREET_NAME
19000560,3,SUITE_NO
19000560,/,0
19000560,b,HOUSE_NO
19000560,via,STREET_NAME
19000560,p.,STREET_NAME
19000560,borsellino,STREET_NAME
19000561,2475,SUITE_NO
19000561,/,0
19000561,10,HOUSE_NO
19000561,cyprichova,STREET_NAME
19000562,17,SUITE_NO
19000562,/,0
19000562,2,HOUSE_NO
19000562,konopnickiej,STREET_NAME
19000563,7,SUITE_NO
19000563,/,0
19000563,9,HOUSE_NO
19000563,via,STREET_NAME
19000563,svizzera,STREET_NAME
19000564,39,SUITE_NO
19000564,/,0
19000564,a,HOUSE_NO
19000564,via,STREET_NAME
19000564,brollo,STREET_NAME
19000565,10,SUITE_NO
19000565,/,0
19000565,2,HOUSE_NO
19000565,hardtstr,STREET_NAME
19000566,1,SUITE_NO
19000566,/,0
19000566,3,HOUSE_NO
19000566,westgate,STREET_NAME
19000566,park,STREET_NAME
19000566,fodderwick,STREET_NAME
19000567,136,SUITE_NO
19000567,/,0
19000567,a2,HOUSE_NO
19000567,fischauergasse,STREET_NAME
19000568,44,SUITE_NO
19000568,/,0
19000568,52,HOUSE_NO
19000568,kasprzaka,STREET_NAME
19000569,10,SUITE_NO
19000569,/,0
19000569,20,HOUSE_NO
19000569,lake,STREET_NAME
19000569,st,STREET_NAME
19000570,57,SUITE_NO
19000570,/,0
19000570,58,HOUSE_NO
19000570,skinnergate,STREET_NAME
19000571,55,SUITE_NO
19000571,/,0
19000571,57,HOUSE_NO
19000571,bahnhofstrasse,STREET_NAME
19000572,2116,SUITE_NO
19000572,/,0
19000572,15,HOUSE_NO
19000572,na,STREET_NAME
19000572,florenci,STREET_NAME
19000573,1068,SUITE_NO
19000573,/,0
19000573,7,HOUSE_NO
19000573,markova,STREET_NAME
19000574,753,SUITE_NO
19000574,/,0
19000574,5,HOUSE_NO
19000574,kamenice,STREET_NAME
19000575,172,SUITE_NO
19000575,/,0
19000575,57,HOUSE_NO
19000575,nad,STREET_NAME
19000575,kazankou,STREET_NAME
19000576,3,SUITE_NO
19000576,/,0
19000576,a,HOUSE_NO
19000576,via,STREET_NAME
19000576,quintino,STREET_NAME
19000576,sella,STREET_NAME
19000577,3066,SUITE_NO
19000577,/,0
19000577,1,HOUSE_NO
19000577,u,STREET_NAME
19000577,nemocnice,STREET_NAME
19000578,8,SUITE_NO
19000578,/,0
19000578,2,HOUSE_NO
19000578,valentinovo,STREET_NAME
19000579,3779,SUITE_NO
19000579,/,0
19000579,18,HOUSE_NO
19000579,nezvalova,STREET_NAME
19000580,3077,SUITE_NO
19000580,/,0
19000580,20,HOUSE_NO
19000580,vychodilova,STREET_NAME
19000581,191,SUITE_NO
19000581,/,0
19000581,429,HOUSE_NO
19000581,ul.,STREET_NAME
19000581,snp,STREET_NAME
19000582,1054,SUITE_NO
19000582,/,0
19000582,45,HOUSE_NO
19000582,t.,STREET_NAME
19000582,vansovej,STREET_NAME
19000583,345,SUITE_NO
19000583,/,0
19000583,8,HOUSE_NO
19000583,hurbanova,STREET_NAME
19000584,196,SUITE_NO
19000584,/,0
19000584,52,HOUSE_NO
19000584,smetanova,STREET_NAME
19000585,1,SUITE_NO
19000585,/,0
19000585,a,HOUSE_NO
19000585,put,STREET_NAME
19000585,za,STREET_NAME
19000585,plahuti,STREET_NAME
19000586,1632,SUITE_NO
19000586,/,0
19000586,9,HOUSE_NO
19000586,masarykova,STREET_NAME
19000587,1,SUITE_NO
19000587,/,0
19000587,a000,HOUSE_NO
19000587,noorderlaan,STREET_NAME
19000588,1913,SUITE_NO
19000588,/,0
19000588,13,HOUSE_NO
19000588,pod,STREET_NAME
19000588,slovany,STREET_NAME
19000589,721,SUITE_NO
19000589,/,0
19000589,109,HOUSE_NO
19000589,vrahovickã,STREET_NAME
19000590,6697,SUITE_NO
19000590,/,0
19000590,72a,HOUSE_NO
19000590,opletalova,STREET_NAME
19000591,741,SUITE_NO
19000591,/,0
19000591,793,HOUSE_NO
19000591,patrick,STREET_NAME
19000591,hills,STREET_NAME
19000591,avenue,STREET_NAME
19000592,390,SUITE_NO
19000592,/,0
19000592,650,HOUSE_NO
19000592,main,STREET_NAME
19000592,pine,STREET_NAME
19000593,914,SUITE_NO
19000593,/,0
19000593,977,HOUSE_NO
19000593,main,STREET_NAME
19000593,terrace,STREET_NAME
19000594,433,SUITE_NO
19000594,/,0
19000594,77,HOUSE_NO
19000594,wyresdale,STREET_NAME
19000594,oak,STREET_NAME
19000595,988,SUITE_NO
19000595,/,0
19000595,702,HOUSE_NO
19000595,cedar,STREET_NAME
19000595,elm,STREET_NAME
19000596,492,SUITE_NO
19000596,/,0
19000596,62,HOUSE_NO
19000596,birch,STREET_NAME
19000596,chanute,STREET_NAME
19000596,drive,STREET_NAME
19000597,235,SUITE_NO
19000597,/,0
19000597,224,HOUSE_NO
19000597,patrick,STREET_NAME
19000597,bentrim,STREET_NAME
19000598,88,SUITE_NO
19000598,/,0
19000598,514,HOUSE_NO
19000598,neville,STREET_NAME
19000598,willow,STREET_NAME
19000599,159,SUITE_NO
19000599,/,0
19000599,909,HOUSE_NO
19000599,pine,STREET_NAME
19000599,cedar,STREET_NAME
19000600,447,SUITE_NO
19000600,/,0
19000600,801,HOUSE_NO
19000600,birch,STREET_NAME
19000600,temple,STREET_NAME
19000600,street,STREET_NAME
19000601,755,SUITE_NO
19000601,/,0
19000601,412,HOUSE_NO
19000601,patrick,STREET_NAME
19000601,bentrim,STREET_NAME
19000601,st,STREET_NAME
19000602,327,SUITE_NO
19000602,/,0
19000602,806,HOUSE_NO
19000602,shaftesbury,STREET_NAME
19000602,spruce,STREET_NAME
19000602,rd,STREET_NAME
19000603,302,SUITE_NO
19000603,/,0
19000603,557,HOUSE_NO
19000603,patrick,STREET_NAME
