19000792,12a,HOUSE_NO
19000792,west,STREET_NAME
19000792,street,STREET_NAME
19000793,82c,HOUSE_NO
19000793,east,STREET_NAME
19000793,street,STREET_NAME
19000794,18a,HOUSE_NO
19000794,north,STREET_NAME
19000794,street,STREET_NAME
19000795,99b,HOUSE_NO
19000795,south,STREET_NAME
19000795,street,STREET_NAME
19000796,21a,HOUSE_NO
19000796,carror,STREET_NAME
19000796,road,STREET_NAME
19000797,922c,HOUSE_NO
19000797,bricks,STREET_NAME
19000797,road,STREET_NAME
19000798,1920z,HOUSE_NO
19000798,steph,STREET_NAME
19000798,blvd,STREET_NAME
19000799,10a,HOUSE_NO
19000799,narasimma,STREET_NAME
19000799,road,STREET_NAME
19000800,29c,HOUSE_NO
19000800,cathy,STREET_NAME
19000800,road,STREET_NAME
19000801,282a,HOUSE_NO
19000801,alwin,STREET_NAME
19000801,road,STREET_NAME
19000802,292c,HOUSE_NO
19000802,mohammad,STREET_NAME
19000802,blvd,STREET_NAME
19000803,172a,HOUSE_NO
19000803,robinhood,STREET_NAME
19000803,ave,STREET_NAME
19000804,21c,HOUSE_NO
19000804,roman,STREET_NAME
19000804,ave,STREET_NAME
19000805,116b,HOUSE_NO
19000805,bentrim,STREET_NAME
19000805,rd,STREET_NAME
19000806,280x,HOUSE_NO
19000806,terrace,STREET_NAME
19000806,drive,STREET_NAME
19000807,497s,HOUSE_NO
19000807,shaftesbury,STREET_NAME
19000807,avenue,STREET_NAME
19000808,639y,HOUSE_NO
19000808,chanute,STREET_NAME
19000808,lane,STREET_NAME
19000809,291k,HOUSE_NO
19000809,shaftesbury,STREET_NAME
19000809,avenue,STREET_NAME
19000810,708h,HOUSE_NO
19000810,spruce,STREET_NAME
19000810,crt,STREET_NAME
19000811,760y,HOUSE_NO
19000811,neville,STREET_NAME
19000811,drive,STREET_NAME
19000812,901a,HOUSE_NO
19000812,chanute,STREET_NAME
19000812,road,STREET_NAME
19000813,283z,HOUSE_NO
19000813,patrick,STREET_NAME
19000813,court,STREET_NAME
19000814,816p,HOUSE_NO
19000814,willow,STREET_NAME
19000814,st,STREET_NAME
19000815,739t,HOUSE_NO
19000815,maple,STREET_NAME
19000815,dr,STREET_NAME
19000816,951u,HOUSE_NO
19000816,chanute,STREET_NAME
19000816,court,STREET_NAME
19000817,323h,HOUSE_NO
19000817,birch,STREET_NAME
19000817,dr,STREET_NAME
19000818,657f,HOUSE_NO
19000818,willow,STREET_NAME
19000818,dr,STREET_NAME
19000819,914c,HOUSE_NO
19000819,pine,STREET_NAME
19000819,avenue,STREET_NAME
19000820,183c,HOUSE_NO
19000820,westgate,STREET_NAME
19000820,rd,STREET_NAME
19000821,25n,HOUSE_NO
19000821,laity,STREET_NAME
19000821,rd,STREET_NAME
19000822,569o,HOUSE_NO
19000822,redwood,STREET_NAME
19000822,court,STREET_NAME
19000823,8e,HOUSE_NO
19000823,spruce,STREET_NAME
19000823,st,STREET_NAME
19000824,672j,HOUSE_NO
19000824,spruce,STREET_NAME
19000824,road,STREET_NAME
19000825,962d,HOUSE_NO
19000825,shaftesbury,STREET_NAME
19000825,dr,STREET_NAME
19000826,478h,HOUSE_NO
19000826,patrick,STREET_NAME
19000826,causeway,STREET_NAME
19000827,343e,HOUSE_NO
19000827,laity,STREET_NAME
19000827,crt,STREET_NAME
19000828,724y,HOUSE_NO
19000828,temple,STREET_NAME
19000828,drive,STREET_NAME
19000829,518i,HOUSE_NO
19000829,chanute,STREET_NAME
19000829,street,STREET_NAME
19000830,923w,HOUSE_NO
19000830,temple,STREET_NAME
19000830,avenue,STREET_NAME
19000831,40v,HOUSE_NO
19000831,redwood,STREET_NAME
19000831,street,STREET_NAME
19000832,147m,HOUSE_NO
19000832,oak,STREET_NAME
19000832,ave,STREET_NAME
19000833,733b,HOUSE_NO
19000833,elm,STREET_NAME
19000833,avenue,STREET_NAME
19000834,857u,HOUSE_NO
19000834,bentrim,STREET_NAME
19000834,ave,STREET_NAME
19000835,774n,HOUSE_NO
19000835,cedar,STREET_NAME
19000835,court,STREET_NAME
19000836,617f,HOUSE_NO
19000836,main,STREET_NAME
19000836,rd,STREET_NAME
19000837,357q,HOUSE_NO
19000837,hills,STREET_NAME
19000837,street,STREET_NAME
19000838,522q,HOUSE_NO
19000838,hills,STREET_NAME
19000838,crt,STREET_NAME
19000839,861z,HOUSE_NO
19000839,park,STREET_NAME
19000839,road,STREET_NAME
19000840,401l,HOUSE_NO
19000840,shaftesbury,STREET_NAME
19000840,causeway,STREET_NAME
19000841,39v,HOUSE_NO
19000841,travis,STREET_NAME
19000841,st,STREET_NAME
19000842,555y,HOUSE_NO
19000842,spruce,STREET_NAME
19000842,road,STREET_NAME
19000843,395k,HOUSE_NO
19000843,park,STREET_NAME
19000843,lane,STREET_NAME
19000844,569e,HOUSE_NO
19000844,maple,STREET_NAME
19000844,st,STREET_NAME
19000845,69a,HOUSE_NO
19000845,travis,STREET_NAME
19000845,dr,STREET_NAME
19000846,300j,HOUSE_NO
19000846,redwood,STREET_NAME
19000846,court,STREET_NAME
19000847,835a,HOUSE_NO
19000847,patrick,STREET_NAME
19000847,road,STREET_NAME
19000848,430o,HOUSE_NO
19000848,redwood,STREET_NAME
19000848,st,STREET_NAME
19000849,244q,HOUSE_NO
19000849,birch,STREET_NAME
19000849,road,STREET_NAME
19000850,641j,HOUSE_NO
19000850,pine,STREET_NAME
19000850,dr,STREET_NAME
19000851,35o,HOUSE_NO
19000851,neville,STREET_NAME
19000851,road,STREET_NAME
19000852,712y,HOUSE_NO
19000852,westgate,STREET_NAME
19000852,ave,STREET_NAME
19000853,640v,HOUSE_NO
19000853,park,STREET_NAME
19000853,crt,STREET_NAME
19000854,511p,HOUSE_NO
19000854,bentrim,STREET_NAME
19000854,street,STREET_NAME
19000855,404v,HOUSE_NO
19000855,birch,STREET_NAME
19000855,lane,STREET_NAME
19000856,364k,HOUSE_NO
19000856,maple,STREET_NAME
19000856,rd,STREET_NAME
19000857,245e,HOUSE_NO
19000857,temple,STREET_NAME
19000857,crt,STREET_NAME
19000858,987y,HOUSE_NO
19000858,birch,STREET_NAME
19000858,lane,STREET_NAME
19000859,334z,HOUSE_NO
19000859,westgate,STREET_NAME
19000859,avenue,STREET_NAME
19000860,528o,HOUSE_NO
19000860,park,STREET_NAME
19000860,drive,STREET_NAME
19000861,28d,HOUSE_NO
19000861,oak,STREET_NAME
19000861,avenue,STREET_NAME
19000862,867c,HOUSE_NO
19000862,terrace,STREET_NAME
19000862,drive,STREET_NAME
19000863,596v,HOUSE_NO
19000863,pine,STREET_NAME
19000863,ave,STREET_NAME
19000864,559v,HOUSE_NO
19000864,laity,STREET_NAME
19000864,crt,STREET_NAME
19000865,227u,HOUSE_NO
19000865,redwood,STREET_NAME
19000865,street,STREET_NAME
19000866,171g,HOUSE_NO
19000866,redwood,STREET_NAME
19000866,court,STREET_NAME
19000867,708t,HOUSE_NO
19000867,main,STREET_NAME
19000867,dr,STREET_NAME
19000868,515n,HOUSE_NO
19000868,pine,STREET_NAME
19000868,rd,STREET_NAME
19000869,585t,HOUSE_NO
19000869,shaftesbury,STREET_NAME
19000869,ave,STREET_NAME
19000870,786t,HOUSE_NO
19000870,spruce,STREET_NAME
19000870,causeway,STREET_NAME
19000871,139b,HOUSE_NO
19000871,westgate,STREET_NAME
19000871,ave,STREET_NAME
19000872,67i,HOUSE_NO
19000872,cedar,STREET_NAME
19000872,street,STREET_NAME
19000873,506w,HOUSE_NO
19000873,oak,STREET_NAME
19000873,causeway,STREET_NAME
19000874,774u,HOUSE_NO
19000874,travis,STREET_NAME
19000874,avenue,STREET_NAME
19000875,47z,HOUSE_NO
19000875,patrick,STREET_NAME
19000875,drive,STREET_NAME
19000876,196y,HOUSE_NO
19000876,travis,STREET_NAME
19000876,drive,STREET_NAME
19000877,434b,HOUSE_NO
19000877,laity,STREET_NAME
19000877,court,STREET_NAME
19000878,517a,HOUSE_NO
19000878,spruce,STREET_NAME
19000878,rd,STREET_NAME
19000879,491s,HOUSE_NO
19000879,patrick,STREET_NAME
19000879,drive,STREET_NAME
19000880,7h,HOUSE_NO
19000880,maple,STREET_NAME
19000880,avenue,STREET_NAME
19000881,789v,HOUSE_NO
19000881,cedar,STREET_NAME
19000881,causeway,STREET_NAME
19000882,388r,HOUSE_NO
19000882,birch,STREET_NAME
19000882,court,STREET_NAME
19000883,1g,HOUSE_NO
19000883,chanute,STREET_NAME
19000883,ave,STREET_NAME
19000884,44t,HOUSE_NO
19000884,temple,STREET_NAME
19000884,drive,STREET_NAME
19000885,743u,HOUSE_NO
19000885,terrace,STREET_NAME
19000885,court,STREET_NAME
19000886,293r,HOUSE_NO
19000886,oak,STREET_NAME
19000886,drive,STREET_NAME
19000887,581y,HOUSE_NO
19000887,cedar,STREET_NAME
19000887,road,STREET_NAME
19000888,477x,HOUSE_NO
19000888,oak,STREET_NAME
19000888,rd,STREET_NAME
19000889,158h,HOUSE_NO
19000889,neville,STREET_NAME
19000889,dr,STREET_NAME
19000890,226c,HOUSE_NO
19000890,hills,STREET_NAME
19000890,road,STREET_NAME
19000891,239o,HOUSE_NO
19000891,hills,STREET_NAME
19000891,road,STREET_NAME
19000892,244w,HOUSE_NO
19000892,willow,STREET_NAME
19000892,dr,STREET_NAME
19000893,397y,HOUSE_NO
19000893,pine,STREET_NAME
19000893,street,STREET_NAME
19000894,753x,HOUSE_NO
19000894,travis,STREET_NAME
19000894,drive,STREET_NAME
19000895,413a,HOUSE_NO
19000895,wyresdale,STREET_NAME
19000895,court,STREET_NAME
19000896,645g,HOUSE_NO
19000896,spruce,STREET_NAME
19000896,road,STREET_NAME
19000897,379a,HOUSE_NO
19000897,shaftesbury,STREET_NAME
19000897,avenue,STREET_NAME
19000898,717h,HOUSE_NO
19000898,bentrim,STREET_NAME
19000898,road,STREET_NAME
19000899,968y,HOUSE_NO
19000899,patrick,STREET_NAME
19000899,crt,STREET_NAME
19000900,716l,HOUSE_NO
19000900,shaftesbury,STREET_NAME
19000900,st,STREET_NAME
19000901,181s,HOUSE_NO
19000901,chanute,STREET_NAME
19000901,drive,STREET_NAME
19000902,171g,HOUSE_NO
19000902,chanute,STREET_NAME
19000902,dr,STREET_NAME
19000903,647q,HOUSE_NO
19000903,neville,STREET_NAME
19000903,crt,STREET_NAME
19000904,789s,HOUSE_NO
19000904,laity,STREET_NAME
19000904,street,STREET_NAME
